,movieId,timestamp,zeroEtoile,uneEtoile,deuxEtoile,toisEtoile,quatreEtoile,cingEtoile
5190,85401,2017,1.0,2.0,32.0,20.0,83.0,4.0
5191,85412,2017,2.0,6.0,32.0,42.0,114.0,15.0
5192,85540,2017,,,2.0,2.0,,
5193,85555,2017,,,1.0,,,
5194,85574,2017,,,,2.0,2.0,
5195,85763,2017,,,,,3.0,1.0
5196,85774,2017,3.0,1.0,9.0,11.0,127.0,34.0
5197,85780,2017,4.0,3.0,14.0,11.0,36.0,8.0
5198,85783,2017,,,,,,1.0
5199,85788,2017,13.0,10.0,59.0,86.0,222.0,60.0
5200,85790,2017,,,6.0,3.0,21.0,
5201,85885,2017,,1.0,9.0,8.0,15.0,1.0
5202,86000,2017,,1.0,6.0,5.0,29.0,3.0
5203,86028,2017,,2.0,5.0,7.0,5.0,
5204,86096,2017,,,3.0,,2.0,
5205,86137,2017,,,1.0,,1.0,
5206,86142,2017,,3.0,8.0,19.0,70.0,11.0
5207,86145,2017,,,2.0,,,
5208,86233,2017,,,3.0,3.0,8.0,4.0
5209,86244,2017,,,6.0,2.0,10.0,1.0
5210,86277,2017,,,,1.0,,
5211,86279,2017,,,1.0,,3.0,1.0
5212,86300,2017,,,,1.0,,
5213,86345,2017,4.0,2.0,13.0,8.0,113.0,53.0
5214,86408,2017,,,3.0,1.0,2.0,
5215,86432,2017,,,,,1.0,
5216,86546,2017,,1.0,,4.0,3.0,1.0
5217,86576,2017,,,,,7.0,
5218,86578,2017,,,2.0,3.0,9.0,1.0
5219,86606,2017,,,1.0,,4.0,
5220,86626,2017,,,,,,1.0
5221,86642,2017,,,1.0,2.0,4.0,
5222,86723,2017,,,,,6.0,1.0
5223,86725,2017,1.0,1.0,1.0,1.0,5.0,1.0
5224,86750,2017,,,,1.0,3.0,
5225,86762,2017,,1.0,,,3.0,
5226,86775,2017,,,,1.0,3.0,
5227,86781,2017,,3.0,14.0,19.0,118.0,47.0
5228,86807,2017,,,1.0,2.0,,
5229,86837,2017,,,,1.0,,
5230,86876,2017,,,4.0,,2.0,
5231,86892,2017,1.0,2.0,5.0,15.0,109.0,23.0
5232,86922,2017,1.0,,,2.0,19.0,3.0
5233,86957,2017,,,,2.0,,
5234,86985,2017,,,,,1.0,
5235,87079,2017,,,4.0,9.0,17.0,
5236,87096,2017,,,,1.0,,
5237,87100,2017,,,1.0,1.0,1.0,
5238,87105,2017,,,4.0,2.0,3.0,3.0
5239,87194,2017,,,4.0,7.0,29.0,6.0
5240,87197,2017,,,,1.0,10.0,2.0
5241,87234,2017,2.0,3.0,21.0,32.0,169.0,36.0
5242,87279,2017,,,1.0,1.0,1.0,
5243,87287,2017,,,,,6.0,
5244,87298,2017,2.0,4.0,16.0,28.0,69.0,4.0
5245,87302,2017,,,,,3.0,
5246,87304,2017,,,11.0,22.0,87.0,15.0
5247,87314,2017,,1.0,3.0,1.0,,1.0
5248,87320,2017,,,1.0,,1.0,
5249,87332,2017,,,,,2.0,
5250,87405,2017,,,6.0,3.0,5.0,2.0
5251,87410,2017,,,1.0,,,
5252,87444,2017,1.0,,1.0,1.0,2.0,
5253,87499,2017,,,2.0,1.0,1.0,
5254,87549,2017,,1.0,4.0,3.0,2.0,
5255,87589,2017,,,,,2.0,
5256,87644,2017,,,1.0,,,
5257,87785,2017,1.0,,15.0,6.0,16.0,2.0
5258,87790,2017,,,2.0,1.0,3.0,
5259,87792,2017,,,1.0,2.0,4.0,
5260,87860,2017,,,,1.0,,
5261,87921,2017,1.0,1.0,13.0,7.0,12.0,3.0
5262,87964,2017,,,1.0,,1.0,
5263,87990,2017,,,,,1.0,
5264,87992,2017,,,,1.0,3.0,
5265,88118,2017,,,7.0,11.0,27.0,2.0
5266,88131,2017,1.0,,1.0,1.0,2.0,
5267,88270,2017,1.0,,,,,
5268,88339,2017,,,1.0,2.0,3.0,
5269,88343,2017,,1.0,1.0,,1.0,
5270,88380,2017,1.0,,4.0,3.0,,
5271,88425,2017,,,,1.0,2.0,
5272,88468,2017,6.0,4.0,18.0,5.0,7.0,4.0
5273,88495,2017,,,2.0,5.0,3.0,
5274,88564,2017,,,,,,1.0
5275,88566,2017,,,3.0,,3.0,
5276,88568,2017,,,,,1.0,
5277,88572,2017,2.0,1.0,,,,
5278,88593,2017,,,4.0,5.0,16.0,3.0
5279,88599,2017,,,,,1.0,
5280,88682,2017,,,1.0,,1.0,
5281,88699,2017,4.0,3.0,12.0,9.0,12.0,2.0
5282,88734,2017,,,,,1.0,
5283,88877,2017,,,2.0,1.0,1.0,
5284,88911,2017,,,,2.0,7.0,2.0
5285,88950,2017,,,8.0,4.0,15.0,2.0
5286,88977,2017,,,2.0,1.0,4.0,1.0
5287,89000,2017,,,,2.0,6.0,
5288,89028,2017,,1.0,15.0,5.0,16.0,
5289,89047,2017,,1.0,6.0,6.0,35.0,7.0
5290,89072,2017,,,4.0,11.0,32.0,2.0
5291,89102,2017,,,2.0,2.0,8.0,4.0
5292,89164,2017,,,1.0,1.0,4.0,
5293,89192,2017,,,,1.0,1.0,
5294,89217,2017,,2.0,2.0,1.0,5.0,1.0
5295,89281,2017,9.0,7.0,2.0,1.0,4.0,1.0
5296,89327,2017,1.0,,,1.0,,
5297,89377,2017,,,3.0,3.0,3.0,
5298,89449,2017,,1.0,,1.0,2.0,
5299,89501,2017,,,,,1.0,
5300,89523,2017,,1.0,1.0,4.0,13.0,2.0
5301,89580,2017,1.0,,1.0,1.0,2.0,
5302,89582,2017,,1.0,2.0,4.0,9.0,3.0
5303,89629,2017,,,2.0,6.0,9.0,3.0
5304,89720,2017,,,4.0,,2.0,
5305,89778,2017,,,1.0,,,
5306,89780,2017,1.0,,1.0,1.0,2.0,
5307,89848,2017,1.0,,1.0,,1.0,
5308,89877,2017,,,,1.0,,
5309,89983,2017,,,4.0,,4.0,
5310,90061,2017,,1.0,1.0,,3.0,
5311,90066,2017,,1.0,2.0,,,1.0
5312,90133,2017,,,1.0,,1.0,
5313,90281,2017,,,2.0,,2.0,
5314,90310,2017,,,4.0,2.0,2.0,
5315,90350,2017,,,,2.0,5.0,1.0
5316,90353,2017,,,1.0,3.0,2.0,
5317,90378,2017,,,,2.0,7.0,2.0
5318,90413,2017,,,,,3.0,1.0
5319,90421,2017,,1.0,,4.0,1.0,
5320,90426,2017,,,,,1.0,
5321,90478,2017,,,,1.0,2.0,
5322,90561,2017,,,,1.0,,
5323,90632,2017,,,1.0,,1.0,
5324,90649,2017,,,1.0,1.0,1.0,
5325,90899,2017,,,2.0,2.0,2.0,
5326,91046,2017,,,,1.0,2.0,
5327,91048,2017,,,1.0,3.0,1.0,
5328,91211,2017,,,,,1.0,
5329,91235,2017,,,,,1.0,
5330,91243,2017,,,2.0,,2.0,
5331,91273,2017,4.0,,4.0,1.0,13.0,4.0
5332,91290,2017,,,,3.0,10.0,1.0
5333,91302,2017,,,1.0,1.0,2.0,
5334,91490,2017,2.0,3.0,1.0,,2.0,
5335,91505,2017,,1.0,3.0,9.0,25.0,3.0
5336,91509,2017,,,,,3.0,
5337,91681,2017,,,5.0,9.0,16.0,1.0
5338,91683,2017,,,1.0,,,
5339,91793,2017,,,,1.0,1.0,
5340,91823,2017,2.0,,1.0,5.0,8.0,
5341,91888,2017,,,1.0,1.0,6.0,
5342,91906,2017,,,,1.0,,
5343,91929,2017,,,2.0,1.0,4.0,
5344,91981,2017,,,1.0,,1.0,
5345,92006,2017,,,1.0,,2.0,
5346,92048,2017,,,4.0,7.0,20.0,1.0
5347,92096,2017,,,,1.0,5.0,1.0
5348,92156,2017,,,,1.0,,
5349,92210,2017,,1.0,2.0,2.0,10.0,6.0
5350,92252,2017,,,,,,1.0
5351,92357,2017,1.0,1.0,,,4.0,
5352,92371,2017,3.0,,1.0,2.0,14.0,2.0
5353,92393,2017,,,2.0,2.0,5.0,
5354,92437,2017,,,3.0,4.0,3.0,
5355,92441,2017,,,1.0,,2.0,
5356,92481,2017,,,1.0,1.0,8.0,5.0
5357,92652,2017,1.0,,,,,
5358,92674,2017,,,1.0,,1.0,
5359,92696,2017,,,4.0,1.0,6.0,
5360,92758,2017,,,1.0,,,1.0
5361,92829,2017,1.0,1.0,5.0,3.0,6.0,1.0
5362,92923,2017,,1.0,3.0,,,
5363,93008,2017,,,,,3.0,
5364,93022,2017,,,1.0,1.0,1.0,
5365,93134,2017,,,,1.0,5.0,1.0
5366,93139,2017,3.0,1.0,,,,
5367,93193,2017,,,1.0,2.0,2.0,1.0
5368,93212,2017,,,2.0,4.0,6.0,
5369,93376,2017,,,,,1.0,
5370,93459,2017,,,1.0,,,
5371,93467,2017,,,,,2.0,1.0
5372,93479,2017,,,,,2.0,
5373,93481,2017,1.0,,2.0,1.0,1.0,
5374,93504,2017,,,,6.0,1.0,
5375,93529,2017,,,,1.0,,
5376,93550,2017,,,,,1.0,
5377,93570,2017,1.0,,1.0,3.0,12.0,3.0
5378,93610,2017,,,,4.0,4.0,1.0
5379,93665,2017,,,3.0,,,
5380,93750,2017,,,3.0,,6.0,
5381,93782,2017,,,2.0,1.0,5.0,
5382,93892,2017,,,2.0,5.0,17.0,2.0
5383,93914,2017,,,,1.0,,
5384,93952,2017,,,1.0,2.0,3.0,
5385,94022,2017,,,,,3.0,1.0
5386,94074,2017,1.0,,4.0,1.0,6.0,3.0
5387,94112,2017,1.0,1.0,2.0,1.0,1.0,
5388,94133,2017,,,3.0,,2.0,
5389,94160,2017,,1.0,3.0,2.0,6.0,1.0
5390,94190,2017,,,,,2.0,
5391,94280,2017,,,1.0,2.0,2.0,
5392,94491,2017,,,,2.0,,
5393,94539,2017,,,2.0,,,
5394,94558,2017,1.0,2.0,8.0,5.0,9.0,3.0
5395,94672,2017,,,1.0,,,
5396,94675,2017,1.0,,3.0,4.0,6.0,2.0
5397,94893,2017,,,,,2.0,
5398,94919,2017,,,,2.0,1.0,1.0
5399,94928,2017,,,,1.0,1.0,
5400,94939,2017,,,1.0,2.0,15.0,5.0
5401,95000,2017,,,,,2.0,
5402,95026,2017,,,,,2.0,
5403,95157,2017,,,2.0,2.0,5.0,
5404,95223,2017,,,3.0,3.0,2.0,
5405,95491,2017,,,,1.0,1.0,
5406,95578,2017,,,1.0,,,
5407,95695,2017,1.0,,,1.0,1.0,1.0
5408,95697,2017,,,1.0,,,
5409,95732,2017,,,1.0,2.0,,
5410,95814,2017,,,,,1.0,
5411,95982,2017,,,2.0,,,
5412,96071,2017,,,,,3.0,
5413,96179,2017,,,,,1.0,
5414,96195,2017,,,1.0,,,
5415,96197,2017,1.0,,,,7.0,1.0
5416,96214,2017,,,1.0,1.0,2.0,
5417,96501,2017,,,5.0,2.0,9.0,
5418,96722,2017,,,,,1.0,
5419,96817,2017,,,,,2.0,
5420,96840,2017,,,,,1.0,
5421,97216,2017,,,3.0,,,
5422,97220,2017,,,1.0,,,
5423,97382,2017,,,,1.0,,
5424,97595,2017,,,,,1.0,
5425,97597,2017,,,1.0,,3.0,
5426,97808,2017,,,1.0,,,
5427,97823,2017,,,,,2.0,
5428,98378,2017,,,1.0,,1.0,
5429,98445,2017,1.0,,3.0,1.0,4.0,2.0
5430,98556,2017,,,,,1.0,
5431,98621,2017,,,2.0,,2.0,
5432,98626,2017,,1.0,,1.0,,
5433,98908,2017,,1.0,1.0,,,
5434,98927,2017,,,,,2.0,
5435,99045,2017,,,,2.0,5.0,
5436,99214,2017,,,,2.0,7.0,4.0
5437,99371,2017,2.0,2.0,10.0,4.0,11.0,1.0
5438,99373,2017,,1.0,2.0,1.0,3.0,
5439,99448,2017,,,,,1.0,
5440,99572,2017,,,1.0,,,
5441,99615,2017,,,,,1.0,
5442,99754,2017,,,,1.0,,
5443,99766,2017,,,,1.0,4.0,3.0
5444,99790,2017,,,,2.0,1.0,
5445,99871,2017,,,,2.0,,
5446,100056,2017,,,1.0,2.0,1.0,
5447,100075,2017,,1.0,,4.0,2.0,
5448,100169,2017,1.0,,2.0,6.0,4.0,
5449,100173,2017,,,1.0,1.0,,
5450,100180,2017,,,1.0,,,
5451,100198,2017,1.0,,,,,
5452,100238,2017,,1.0,,,1.0,
5453,100336,2017,,,,,7.0,
5454,100426,2017,,,2.0,1.0,4.0,
5455,100457,2017,,,3.0,,1.0,
5456,101068,2017,,,1.0,,3.0,
5457,101072,2017,,,2.0,1.0,1.0,
5458,101158,2017,,,,,2.0,
5459,101160,2017,,1.0,,,1.0,
5460,101210,2017,,,,1.0,7.0,1.0
5461,101255,2017,,,,,1.0,
5462,101258,2017,,2.0,2.0,2.0,5.0,3.0
5463,101260,2017,,2.0,6.0,5.0,4.0,3.0
5464,101352,2017,,,,,2.0,
5465,101583,2017,,1.0,,,,
5466,101614,2017,,,3.0,,3.0,
5467,101767,2017,,,,,1.0,
5468,101846,2017,,,,,2.0,
5469,101857,2017,,,,1.0,1.0,
5470,101918,2017,,,1.0,,2.0,
5471,101971,2017,,,1.0,5.0,9.0,1.0
5472,101984,2017,1.0,1.0,,,,
5473,102060,2017,2.0,1.0,5.0,5.0,12.0,2.0
5474,102171,2017,,,,,1.0,
5475,102275,2017,,,1.0,1.0,1.0,
5476,102596,2017,1.0,,,3.0,1.0,
5477,102943,2017,,,,,2.0,
5478,102953,2017,,,1.0,,1.0,
5479,103022,2017,,,1.0,1.0,11.0,2.0
5480,103166,2017,,,,1.0,1.0,
5481,103388,2017,,,,,4.0,1.0
5482,103489,2017,1.0,,,,,
5483,103534,2017,,,3.0,7.0,23.0,2.0
5484,103557,2017,,,,,2.0,
5485,103657,2017,,,,1.0,2.0,
5486,103784,2017,,,,1.0,,
5487,103861,2017,,,,,1.0,
5488,104215,2017,,,,2.0,7.0,
5489,104319,2017,,,1.0,2.0,6.0,
5490,104388,2017,,,,2.0,3.0,
5491,104419,2017,1.0,1.0,5.0,8.0,37.0,7.0
5492,104464,2017,,,,,1.0,
5493,104638,2017,,,,2.0,,
5494,104750,2017,,,1.0,,,
5495,104772,2017,,,4.0,1.0,,
5496,104807,2017,,,1.0,,3.0,1.0
5497,104934,2017,,,1.0,,,
5498,105144,2017,1.0,,,,,
5499,105204,2017,,1.0,6.0,,1.0,
5500,105269,2017,,,,1.0,6.0,1.0
5501,105296,2017,,,,,3.0,
5502,105461,2017,,,1.0,,,
5503,105474,2017,,,,1.0,1.0,
5504,105560,2017,,,,,1.0,
5505,105715,2017,1.0,2.0,3.0,6.0,3.0,
5506,105765,2017,,,1.0,,,
5507,105815,2017,,,,1.0,1.0,
5508,105972,2017,,,1.0,,1.0,
5509,106017,2017,,,,,1.0,
5510,106115,2017,,,,,,1.0
5511,106136,2017,,,1.0,,,
5512,106214,2017,,,1.0,2.0,,
5513,106228,2017,,,,1.0,,
5514,106254,2017,,,1.0,2.0,5.0,1.0
5515,106519,2017,1.0,,,,2.0,
5516,106646,2017,1.0,,2.0,2.0,7.0,
5517,106684,2017,,,,,3.0,2.0
5518,106762,2017,1.0,,1.0,,17.0,4.0
5519,107143,2017,,,,,1.0,
5520,107172,2017,,,1.0,,,
5521,107630,2017,,,1.0,,5.0,
5522,107653,2017,,,1.0,4.0,7.0,1.0
5523,107848,2017,,,,2.0,3.0,1.0
5524,108100,2017,,,1.0,,,
5525,108285,2017,,,1.0,1.0,2.0,
5526,108447,2017,,,,6.0,1.0,
5527,108694,2017,,,3.0,1.0,,
5528,109015,2017,,,,1.0,2.0,
5529,109151,2017,,,,,1.0,
5530,109370,2017,,,,1.0,5.0,2.0
5531,109556,2017,1.0,,1.0,,2.0,1.0
5532,109653,2017,,,,,2.0,
5533,109665,2017,,,1.0,2.0,,
5534,109710,2017,,,,,1.0,
5535,109731,2017,2.0,1.0,3.0,1.0,7.0,1.0
5536,109810,2017,,,2.0,,,2.0
5537,109943,2017,1.0,,1.0,1.0,,
5538,110123,2017,,,,,1.0,
5539,110233,2017,,,1.0,,,
5540,110293,2017,,,1.0,,,
5541,110366,2017,1.0,,,1.0,9.0,2.0
5542,110445,2017,,1.0,1.0,6.0,34.0,8.0
5543,110607,2017,1.0,,,,,
5544,110970,2017,,,1.0,,,
5545,111124,2017,,,1.0,,,
5546,111318,2017,,,3.0,,,
5547,112273,2017,,,1.0,,,
5548,112320,2017,1.0,,1.0,3.0,,
5549,112506,2017,1.0,,3.0,,2.0,1.0
5550,112512,2017,,,1.0,1.0,9.0,5.0
5551,112565,2017,,,1.0,,,
5552,112589,2017,,,,1.0,1.0,
5553,112909,2017,1.0,,1.0,,,
5554,112984,2017,,,1.0,,,
5555,113205,2017,,,,1.0,2.0,
5556,113430,2017,,,1.0,,2.0,
5557,113843,2017,,,1.0,,,
5558,113991,2017,1.0,,,,,
5559,114793,2017,,1.0,,2.0,5.0,1.0
5560,114891,2017,,,,,2.0,
5561,115624,2017,,,1.0,4.0,1.0,
5562,115933,2017,,,1.0,,,
5563,115963,2017,,,2.0,2.0,5.0,
5564,116008,2017,,,1.0,,3.0,
5565,116018,2017,,,,,1.0,
5566,116056,2017,,,,,1.0,
5567,116169,2017,,,2.0,,,
5568,116205,2017,,,1.0,2.0,,
5569,116215,2017,,,4.0,1.0,3.0,
5570,116463,2017,,,,2.0,1.0,
5571,116507,2017,,,,,1.0,
5572,116513,2017,,,,,,1.0
5573,116805,2017,,,1.0,2.0,,
5574,116891,2017,,,1.0,,,
5575,117420,2017,1.0,,1.0,,2.0,
5576,117586,2017,,,,,2.0,
5577,118236,2017,,,,1.0,1.0,
5578,118254,2017,,,1.0,1.0,,
5579,118258,2017,,,,1.0,,
5580,118266,2017,,,2.0,,,
5581,118796,2017,,,,1.0,,
5582,118894,2017,,,2.0,1.0,,3.0
5583,119167,2017,,,1.0,,2.0,
5584,119629,2017,1.0,,1.0,,6.0,
5585,119691,2017,,1.0,,1.0,,
5586,120246,2017,,,,,1.0,
5587,121029,2017,,,,,1.0,
5588,121167,2017,,,1.0,4.0,1.0,
5589,121192,2017,,,,1.0,,
5590,121217,2017,,,,1.0,,
5591,121265,2017,,,,,3.0,
5592,121322,2017,,,,,1.0,
5593,121330,2017,1.0,,4.0,2.0,,
5594,121354,2017,,,,1.0,1.0,
5595,121372,2017,,,2.0,2.0,21.0,13.0
5596,121459,2017,,,1.0,,1.0,
5597,121757,2017,,,,,1.0,
5598,121779,2017,,,,1.0,,
5599,122031,2017,,,3.0,2.0,,
5600,122104,2017,1.0,1.0,2.0,2.0,8.0,1.0
5601,122129,2017,1.0,,,1.0,2.0,1.0
5602,122306,2017,,,1.0,2.0,,
5603,122333,2017,,,1.0,,,
5604,122345,2017,,,,2.0,,
5605,122347,2017,,,,1.0,1.0,
5606,122464,2017,,,2.0,,2.0,
5607,122519,2017,2.0,,,1.0,1.0,1.0
5608,122789,2017,,,1.0,2.0,6.0,
5609,122813,2017,1.0,,,,,
5610,122976,2017,,,,1.0,,
5611,123210,2017,1.0,,,,,
5612,123256,2017,,,1.0,1.0,,
5613,123415,2017,,,,,,1.0
5614,123427,2017,,,1.0,,,
5615,123435,2017,,,1.0,,,
5616,123495,2017,,,,,1.0,
5617,123497,2017,,,1.0,,1.0,1.0
5618,123571,2017,1.0,,1.0,4.0,7.0,3.0
5619,123573,2017,,,,1.0,1.0,
5620,123577,2017,,,,2.0,,
5621,124176,2017,,,,,1.0,
5622,124273,2017,2.0,,,2.0,,
5623,124564,2017,,,1.0,,,
5624,124577,2017,,,,,1.0,
5625,124649,2017,,,,,1.0,
5626,124651,2017,1.0,,,,2.0,
5627,124705,2017,,,,,1.0,
5628,125025,2017,,,1.0,,,
5629,125045,2017,,,,1.0,,
5630,125371,2017,,,,,,1.0
5631,125415,2017,,,,1.0,,
5632,125439,2017,,,1.0,,1.0,
5633,125908,2017,,,,,,1.0
5634,125938,2017,,,,,1.0,
5635,125942,2017,,,1.0,1.0,,
5636,126022,2017,,,1.0,,1.0,
5637,126036,2017,,,1.0,1.0,3.0,1.0
5638,126044,2017,,,,1.0,,
5639,126430,2017,1.0,2.0,3.0,8.0,89.0,18.0
5640,126795,2017,,,,1.0,,
5641,127064,2017,,,,,1.0,
5642,127090,2017,,,3.0,1.0,,
5643,127102,2017,,,,1.0,1.0,
5644,127222,2017,,,1.0,,,
5645,127292,2017,,,,,1.0,
5646,127579,2017,,,,1.0,,
5647,128093,2017,,2.0,,1.0,5.0,1.0
5648,128095,2017,,,,,2.0,
5649,128227,2017,,,,2.0,1.0,
5650,128582,2017,,,1.0,,,
5651,128736,2017,,,6.0,1.0,11.0,
5652,128902,2017,1.0,,,,,
5653,129534,2017,,,2.0,1.0,1.0,
5654,129855,2017,,,,1.0,,
5655,130064,2017,,,1.0,,,
5656,130376,2017,,1.0,,,,
5657,130384,2017,2.0,1.0,2.0,1.0,1.0,
5658,130856,2017,,,,1.0,,
5659,131058,2017,,,,,1.0,
5660,131237,2017,1.0,1.0,2.0,4.0,37.0,14.0
5661,131419,2017,,,1.0,,,
5662,131484,2017,1.0,,,,,
5663,131558,2017,,,,1.0,1.0,
5664,131936,2017,,,1.0,2.0,2.0,
5665,132167,2017,,,1.0,,2.0,
5666,132169,2017,,,1.0,1.0,3.0,
5667,132319,2017,,,1.0,1.0,2.0,1.0
5668,132434,2017,,,1.0,,1.0,
5669,132528,2017,,1.0,,,,
5670,132545,2017,,,,,1.0,
5671,132555,2017,1.0,,,,18.0,2.0
5672,132557,2017,,,,,1.0,1.0
5673,132559,2017,,,,,2.0,
5674,132577,2017,,,2.0,,3.0,1.0
5675,132652,2017,2.0,1.0,2.0,1.0,7.0,
5676,133145,2017,,1.0,1.0,3.0,4.0,
5677,133219,2017,,1.0,3.0,2.0,9.0,3.0
5678,133335,2017,,1.0,,2.0,1.0,
5679,133655,2017,,,,,2.0,
5680,134781,2017,1.0,,,1.0,1.0,
5681,134843,2017,,1.0,1.0,,1.0,1.0
5682,134919,2017,,,1.0,,,
5683,134941,2017,,,,1.0,,
5684,135188,2017,,,1.0,,,
5685,135198,2017,,,,,1.0,1.0
5686,135454,2017,1.0,1.0,1.0,2.0,2.0,
5687,135613,2017,2.0,,,,,
5688,135865,2017,,,2.0,,1.0,
5689,135933,2017,,,1.0,,2.0,
5690,136301,2017,,,,,1.0,
5691,136491,2017,,,,1.0,1.0,
5692,136574,2017,,,,1.0,,
5693,136604,2017,,,,1.0,,
5694,136844,2017,1.0,,1.0,,,
5695,136868,2017,,,,,1.0,
5696,136874,2017,,,,,1.0,
5697,137112,2017,1.0,,1.0,1.0,1.0,
5698,137114,2017,,,,1.0,,
5699,137150,2017,,,,1.0,,
5700,137202,2017,,,1.0,1.0,,
5701,137290,2017,,1.0,,,,
5702,137327,2017,,,1.0,,,
5703,137363,2017,,,,,,1.0
5704,137377,2017,,,1.0,,,
5705,137391,2017,,,,1.0,,1.0
5706,138272,2017,,,,,1.0,
5707,138310,2017,,,,1.0,,
5708,138366,2017,,,,,1.0,
5709,138380,2017,,,2.0,,,
5710,138414,2017,,,1.0,,,
5711,138428,2017,,,,1.0,,
5712,138442,2017,,,,1.0,,
5713,138460,2017,,,,,2.0,
5714,138560,2017,,,,,1.0,
5715,138680,2017,,,,,2.0,
5716,138696,2017,,,,,1.0,
5717,138794,2017,,,1.0,,,
5718,139092,2017,,,,,2.0,2.0
5719,139096,2017,,,,,1.0,
5720,139098,2017,1.0,1.0,2.0,,6.0,1.0
5721,139100,2017,,,1.0,1.0,9.0,2.0
5722,139102,2017,2.0,,,1.0,7.0,1.0
5723,139140,2017,,,,,1.0,
5724,139373,2017,,,,1.0,,
5725,139447,2017,,,,1.0,,
5726,139463,2017,,,,2.0,,
5727,139469,2017,,,,1.0,,
5728,139622,2017,,,2.0,,2.0,
5729,139697,2017,,,1.0,,,
5730,139751,2017,,,1.0,,,
5731,139753,2017,,,,1.0,,
5732,139867,2017,,,,1.0,,
5733,140056,2017,,,1.0,1.0,1.0,
5734,140078,2017,,,,1.0,1.0,
5735,140214,2017,,,1.0,,2.0,
5736,140281,2017,,,1.0,,,
5737,140747,2017,,,1.0,3.0,3.0,1.0
5738,141166,2017,1.0,,8.0,2.0,4.0,1.0
5739,141216,2017,,,,,1.0,
5740,141420,2017,1.0,1.0,3.0,6.0,7.0,3.0
5741,141487,2017,,,,,3.0,
5742,141491,2017,,,1.0,,,
5743,141517,2017,,,1.0,1.0,1.0,
5744,141520,2017,,,,2.0,4.0,1.0
5745,141550,2017,,,1.0,,,
5746,141660,2017,,,1.0,,1.0,
5747,141942,2017,1.0,,3.0,2.0,3.0,2.0
5748,141952,2017,1.0,,,,1.0,
5749,142148,2017,1.0,,,,1.0,
5750,142260,2017,,,,,1.0,
5751,142527,2017,,,,,2.0,1.0
5752,142656,2017,,,,1.0,,
5753,142683,2017,,,2.0,,1.0,
5754,142841,2017,,,2.0,,1.0,
5755,142845,2017,,,,,1.0,
5756,142847,2017,,,,1.0,,1.0
5757,143205,2017,,,,1.0,1.0,
5758,143207,2017,,,,1.0,,
5759,143383,2017,,,,2.0,,
5760,143389,2017,3.0,,2.0,1.0,15.0,9.0
5761,143482,2017,,,,1.0,,
5762,143868,2017,,1.0,5.0,3.0,4.0,3.0
5763,143870,2017,,,,1.0,,
5764,143880,2017,,,1.0,1.0,,
5765,144282,2017,,,,,3.0,
5766,144298,2017,,,1.0,1.0,,2.0
5767,144334,2017,,,,,3.0,
5768,144342,2017,,,,,3.0,
5769,144362,2017,,,2.0,3.0,,
5770,144368,2017,,,,,3.0,
5771,144444,2017,,,,,4.0,
5772,144500,2017,,,,4.0,1.0,
5773,144558,2017,,,3.0,,,
5774,144564,2017,,,3.0,,,
5775,144566,2017,,,,3.0,,
5776,144574,2017,,,1.0,,4.0,
5777,144586,2017,,,,3.0,,
5778,144598,2017,,,,3.0,,
5779,144670,2017,,,,1.0,,
5780,145052,2017,,,,2.0,1.0,
5781,145281,2017,,,,1.0,1.0,
5782,145522,2017,1.0,,2.0,,,
5783,146046,2017,,,1.0,,2.0,
5784,146311,2017,,,,1.0,,
5785,146325,2017,,,,,2.0,
5786,146666,2017,,,,,1.0,
5787,146698,2017,,,,,1.0,
5788,146910,2017,,,,1.0,3.0,
5789,147376,2017,10.0,3.0,8.0,13.0,49.0,39.0
5790,147396,2017,,,,1.0,1.0,
5791,147586,2017,,,,1.0,,
5792,147613,2017,,,,,4.0,
5793,147748,2017,1.0,,,,,
5794,147899,2017,,,2.0,,1.0,1.0
5795,148034,2017,2.0,1.0,4.0,,,
5796,148838,2017,,,,,6.0,1.0
5797,148842,2017,,,,,1.0,
5798,148859,2017,,,,,2.0,
5799,149322,2017,,,,1.0,,
5800,149430,2017,,,1.0,,,
5801,149440,2017,,,,,1.0,
5802,149570,2017,,,1.0,,2.0,
5803,149790,2017,,,,,3.0,
5804,149810,2017,,,1.0,1.0,1.0,
5805,149900,2017,,,1.0,,,
5806,150296,2017,,,1.0,1.0,,
5807,150320,2017,,,2.0,,2.0,
5808,151589,2017,1.0,,,,,
5809,151615,2017,,,,,1.0,
5810,151623,2017,,,1.0,,,
5811,151905,2017,,,1.0,,6.0,
5812,152011,2017,,,1.0,,1.0,
5813,152043,2017,,,,,1.0,1.0
5814,152320,2017,,,,,1.0,
5815,152499,2017,,1.0,,,,
5816,152601,2017,,,,1.0,,
5817,152686,2017,,,,1.0,2.0,
5818,152747,2017,,,1.0,,,
5819,153300,2017,,,1.0,,,
5820,153907,2017,,,,,1.0,
5821,153957,2017,,,,,1.0,
5822,154013,2017,,,,,1.0,
5823,154075,2017,,,2.0,1.0,1.0,
5824,154077,2017,,,,1.0,,
5825,154079,2017,,,1.0,,1.0,
5826,154081,2017,1.0,,,2.0,,
5827,154083,2017,,,,,3.0,
5828,154378,2017,,,2.0,,2.0,
5829,154490,2017,,,,1.0,,
5830,154676,2017,,,,1.0,1.0,
5831,155086,2017,,,,1.0,2.0,
5832,155109,2017,,,,,9.0,1.0
